"date","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer","class"
0.885138,3,0.851064,0.029002,0.557572,0.001975,0.542206,0.242105,DOWN
0.885138,3,0.87234,0.029362,0.537489,0.002005,0.50233,0.31886,DOWN
0.885138,3,0.893617,0.032545,0.491967,0.002241,0.471258,0.362281,DOWN
0.885138,3,0.914894,0.028041,0.442874,0.001928,0.438892,0.417982,DOWN
0.885138,3,0.93617,0.031284,0.489438,0.002117,0.408597,0.516228,DOWN
0.885138,3,0.957447,0.030353,0.501339,0.002025,0.384775,0.474123,DOWN
0.885138,3,0.978723,0.040411,0.497917,0.002707,0.430606,0.489474,DOWN
0.885138,3,1,0.045815,0.500149,0.003047,0.421025,0.546491,DOWN
0.885182,4,0,0.038039,0.487057,0.002507,0.398757,0.590789,DOWN
0.885182,4,0.021277,0.038729,0.475007,0.00253,0.367944,0.62193,DOWN
0.885182,4,0.042553,0.045244,0.444808,0.002977,0.42957,0.520614,DOWN
0.885182,4,0.06383,0.03894,0.385153,0.002545,0.408079,0.603947,DOWN
0.885182,4,0.085106,0.032905,0.325796,0.002123,0.366908,0.59386,DOWN
0.885182,4,0.106383,0.035187,0.276555,0.002254,0.335577,0.660965,DOWN
0.885182,4,0.12766,0.030954,0.234454,0.001971,0.306059,0.705702,DOWN
0.885182,4,0.148936,0.038369,0.206784,0.002457,0.297514,0.720175,DOWN
0.885182,4,0.170213,0.029903,0.1867,0.001915,0.282755,0.750877,DOWN
0.885182,4,0.191489,0.029092,0.192205,0.001855,0.270067,0.754825,DOWN
0.885182,4,0.212766,0.029633,0.221363,0.001888,0.265665,0.725439,DOWN
0.885182,4,0.234043,0.032034,0.271199,0.002059,0.286898,0.707895,DOWN
0.885182,4,0.255319,0.047496,0.368789,0.003108,0.350337,0.582018,UP
0.885182,4,0.276596,0.194248,0.466082,0.012291,0.428276,0.496053,UP
0.885182,4,0.297872,0.034736,0.489735,0.00237,0.477214,0.345614,DOWN
0.885182,4,0.319149,0.034466,0.55177,0.002383,0.532885,0.314474,DOWN
0.885182,4,0.340426,0.032455,0.562035,0.002241,0.562921,0.246053,DOWN
0.885182,4,0.361702,0.029332,0.55296,0.002009,0.560073,0.204386,DOWN
0.885182,4,0.382979,0.029302,0.55906,0.002015,0.567064,0.292105,DOWN
0.885182,4,0.404255,0.029242,0.55058,0.002011,0.555412,0.289912,DOWN
0.885182,4,0.425532,0.030173,0.551026,0.002048,0.548938,0.378509,DOWN
0.885182,4,0.446809,0.038099,0.537489,0.002613,0.546608,0.314912,DOWN
0.885182,4,0.468085,0.029422,0.528117,0.002009,0.534438,0.192544,DOWN
0.885182,4,0.489362,0.029212,0.521571,0.002011,0.527965,0.308333,DOWN
0.885182,4,0.510638,0.029302,0.516959,0.002013,0.520456,0.312719,DOWN
0.885182,4,0.531915,0.029723,0.509521,0.002052,0.52175,0.285526,DOWN
0.885182,4,0.553191,0.029092,0.503868,0.002009,0.535215,0.244737,DOWN
0.885182,4,0.574468,0.029182,0.499554,0.002009,0.535474,0.227193,DOWN
0.885182,4,0.595745,0.030023,0.487504,0.002073,0.525375,0.256579,DOWN
0.885182,4,0.617021,0.029122,0.479768,0.002009,0.519938,0.246053,DOWN
0.885182,4,0.638298,0.029062,0.481256,0.002009,0.505955,0.275877,DOWN
0.885182,4,0.659574,0.029092,0.492115,0.002,0.504661,0.313158,DOWN
0.885182,4,0.680851,0.029242,0.512943,0.00199,0.509322,0.252632,DOWN
0.885182,4,0.702128,0.034917,0.553555,0.002383,0.510875,0.361404,DOWN
0.885182,4,0.723404,0.075988,0.616037,0.00512,0.549715,0.454386,UP
0.885182,4,0.744681,0.10481,0.670931,0.007,0.623252,0.517544,UP
0.885182,4,0.765957,0.080581,0.659625,0.005316,0.62377,0.430263,UP
0.885182,4,0.787234,0.059265,0.63255,0.003924,0.582341,0.422807,UP
0.885182,4,0.808511,0.048006,0.591342,0.00318,0.543501,0.416228,UP
0.885182,4,0.829787,0.033626,0.557423,0.002256,0.512688,0.328947,DOWN
0.885182,4,0.851064,0.029783,0.540018,0.002009,0.483428,0.340789,DOWN
0.885182,4,0.87234,0.031284,0.514133,0.002113,0.452097,0.405702,DOWN
0.885182,4,0.893617,0.028972,0.473966,0.001948,0.42465,0.434211,DOWN
0.885182,4,0.914894,0.029002,0.434246,0.001955,0.394096,0.47807,DOWN
0.885182,4,0.93617,0.029753,0.475602,0.001988,0.380114,0.504386,DOWN
0.885182,4,0.957447,0.029723,0.490777,0.001978,0.355774,0.515789,DOWN
0.885182,4,0.978723,0.029723,0.506843,0.001988,0.412998,0.414035,DOWN
0.885182,4,1,0.030413,0.500893,0.002009,0.400829,0.497807,DOWN
0.885226,5,0,0.041401,0.487206,0.002721,0.369498,0.592544,UP
0.885226,5,0.021277,0.038669,0.467569,0.00253,0.339202,0.615789,DOWN
0.885226,5,0.042553,0.036778,0.432312,0.00242,0.400052,0.542105,DOWN
0.885226,5,0.06383,0.035397,0.375781,0.0023,0.367944,0.539912,DOWN
0.885226,5,0.085106,0.034136,0.319994,0.002202,0.336095,0.607895,DOWN
0.885226,5,0.106383,0.035427,0.273728,0.002285,0.310461,0.652632,DOWN
0.885226,5,0.12766,0.03966,0.23252,0.002565,0.285085,0.610088,DOWN
0.885226,5,0.148936,0.040651,0.202916,0.002653,0.266442,0.634211,UP
0.885226,5,0.170213,0.042422,0.189527,0.002763,0.252719,0.661842,UP
0.885226,5,0.191489,0.041281,0.196816,0.002688,0.247022,0.657895,UP
0.885226,5,0.212766,0.043323,0.222255,0.002821,0.24754,0.648246,UP
0.885226,5,0.234043,0.034226,0.268968,0.002237,0.26204,0.596491,DOWN
0.885226,5,0.255319,0.063859,0.364921,0.004246,0.322372,0.504386,UP
0.885226,5,0.276596,0.07923,0.457007,0.005374,0.412998,0.328509,UP
0.885226,5,0.297872,0.034286,0.481702,0.002387,0.454428,0.197807,DOWN
0.885226,5,0.319149,0.03981,0.54582,0.002808,0.519161,0.158772,UP
0.885226,5,0.340426,0.038189,0.557423,0.00269,0.555412,0.177632,DOWN
0.885226,5,0.361702,0.040261,0.548051,0.002825,0.544795,0.181579,UP
0.885226,5,0.382979,0.034526,0.563969,0.002414,0.557742,0.217544,DOWN
0.885226,5,0.404255,0.029122,0.56263,0.002023,0.539099,0.235965,DOWN
0.885226,5,0.425532,0.03981,0.55787,0.002769,0.541947,0.228947,UP
0.885226,5,0.446809,0.03996,0.545522,0.002792,0.535992,0.211842,UP
0.885226,5,0.468085,0.03915,0.538976,0.002742,0.526929,0.233333,DOWN
0.885226,5,0.489362,0.036087,0.537043,0.002526,0.520974,0.229386,DOWN
0.885226,5,0.510638,0.03936,0.531092,0.002759,0.512429,0.251316,DOWN
0.885226,5,0.531915,0.033686,0.52529,0.002349,0.468928,0.306579,DOWN
0.885226,5,0.553191,0.029092,0.516364,0.002013,0.465303,0.312281,DOWN
0.885226,5,0.574468,0.03936,0.517406,0.002752,0.532885,0.190789,DOWN
0.885226,5,0.595745,0.040261,0.514281,0.002829,0.532885,0.227632,DOWN
0.885226,5,0.617021,0.033535,0.505058,0.002345,0.530554,0.272807,DOWN
0.885226,5,0.638298,0.029122,0.497173,0.002021,0.516313,0.291228,DOWN
0.885226,5,0.659574,0.029272,0.505356,0.002025,0.513982,0.283333,DOWN
0.885226,5,0.680851,0.029182,0.520827,0.002009,0.513723,0.290789,DOWN
0.885226,5,0.702128,0.030233,0.556382,0.002069,0.521233,0.326316,DOWN
0.885226,5,0.723404,0.080701,0.609938,0.005557,0.565251,0.310088,UP
0.885226,5,0.744681,0.079921,0.665129,0.005513,0.629726,0.314035,UP
0.885226,5,0.765957,0.063048,0.653526,0.00431,0.626359,0.292105,UP
0.885226,5,0.787234,0.063859,0.624517,0.004373,0.589332,0.311842,UP
0.885226,5,0.808511,0.03912,0.584945,0.00269,0.54376,0.317105,DOWN
0.885226,5,0.829787,0.035037,0.555638,0.00242,0.508286,0.294737,DOWN
0.885226,5,0.851064,0.032725,0.534365,0.002264,0.486018,0.348684,DOWN
0.885226,5,0.87234,0.033175,0.513835,0.0023,0.459089,0.37193,DOWN
0.885226,5,0.893617,0.028342,0.465784,0.001959,0.42465,0.398246,DOWN
0.885226,5,0.914894,0.027201,0.427403,0.001876,0.398757,0.425877,DOWN
0.885226,5,0.93617,0.029062,0.472032,0.001992,0.378301,0.465789,DOWN
0.885226,5,0.957447,0.028942,0.492859,0.001967,0.358881,0.475,DOWN
0.885226,5,0.978723,0.047046,0.50357,0.003216,0.424392,0.449561,UP
0.885226,5,1,0.047136,0.498959,0.003197,0.410927,0.484211,UP
0.885271,6,0,0.03972,0.486611,0.002678,0.372346,0.561842,DOWN
0.885271,6,0.021277,0.032815,0.464891,0.002169,0.340238,0.558772,DOWN
0.885271,6,0.042553,0.038669,0.425022,0.002534,0.385552,0.497807,DOWN
0.885271,6,0.06383,0.037619,0.367301,0.002513,0.36898,0.527193,DOWN
0.885271,6,0.085106,0.031194,0.306605,0.002065,0.330917,0.575,DOWN
0.885271,6,0.106383,0.030413,0.259893,0.001984,0.29855,0.634211,DOWN
0.885271,6,0.12766,0.027831,0.217644,0.001822,0.274469,0.693421,DOWN
0.885271,6,0.148936,0.027381,0.19042,0.001789,0.268255,0.713158,DOWN
0.885271,6,0.170213,0.02672,0.175692,0.001743,0.244951,0.673684,DOWN
0.885271,6,0.191489,0.027321,0.177031,0.001784,0.234593,0.706579,DOWN
0.885271,6,0.212766,0.027921,0.206932,0.001824,0.238477,0.71886,DOWN
0.885271,6,0.234043,0.027171,0.255579,0.00178,0.259451,0.683333,DOWN
0.885271,6,0.255319,0.027771,0.344838,0.001843,0.320041,0.590351,DOWN
0.885271,6,0.276596,0.028972,0.441535,0.001961,0.396686,0.465789,DOWN
0.885271,6,0.297872,0.028281,0.468908,0.001942,0.452615,0.395614,DOWN
0.885271,6,0.319149,0.032935,0.534067,0.002285,0.513982,0.322807,DOWN
0.885271,6,0.340426,0.034376,0.561738,0.002383,0.554635,0.310088,DOWN
0.885271,6,0.361702,0.034376,0.557275,0.002376,0.545054,0.341228,DOWN
0.885271,6,0.382979,0.029693,0.56873,0.002038,0.552305,0.332895,DOWN
0.885271,6,0.404255,0.029392,0.575573,0.002009,0.564992,0.29693,DOWN
0.885271,6,0.425532,0.029633,0.570217,0.002044,0.564733,0.264035,DOWN
0.885271,6,0.446809,0.034616,0.557423,0.002408,0.556965,0.294298,DOWN
0.885271,6,0.468085,0.029993,0.52767,0.002083,0.556965,0.288158,DOWN
0.885271,6,0.489362,0.038009,0.543291,0.002648,0.556447,0.160526,UP
0.885271,6,0.510638,0.040201,0.537191,0.002829,0.551787,0.261842,UP
0.885271,6,0.531915,0.03969,0.528712,0.002777,0.540135,0.253509,UP
0.885271,6,0.553191,0.0399,0.519786,0.002806,0.551528,0.208333,UP
0.885271,6,0.574468,0.03981,0.51681,0.002798,0.547385,0.275439,UP
0.885271,6,0.595745,0.036388,0.508182,0.002551,0.534438,0.272368,UP
0.885271,6,0.617021,0.030113,0.490479,0.002108,0.51709,0.278509,DOWN
0.885271,6,0.638298,0.032845,0.489735,0.0023,0.503884,0.290789,DOWN
0.885271,6,0.659574,0.035667,0.501041,0.002493,0.494562,0.307895,DOWN
0.885271,6,0.680851,0.034616,0.516364,0.00243,0.495598,0.347368,DOWN
0.885271,6,0.702128,0.036418,0.551026,0.002518,0.503625,0.384649,UP
0.885271,6,0.723404,0.036388,0.59402,0.002497,0.541947,0.330263,DOWN
0.885271,6,0.744681,0.036177,0.625409,0.002476,0.596582,0.332018,UP
0.885271,6,0.765957,0.031014,0.606367,0.0021,0.592698,0.290351,DOWN
0.885271,6,0.787234,0.031404,0.577358,0.002115,0.559555,0.289474,DOWN
0.885271,6,0.808511,0.029482,0.536745,0.001982,0.518902,0.342544,DOWN
0.885271,6,0.829787,0.029152,0.50476,0.001969,0.491714,0.390789,DOWN
0.885271,6,0.851064,0.029092,0.481553,0.001973,0.462455,0.437281,DOWN
0.885271,6,0.87234,0.029092,0.464891,0.001978,0.42957,0.488158,DOWN
0.885271,6,0.893617,0.027831,0.431568,0.001894,0.403159,0.504386,DOWN
0.885271,6,0.914894,0.027171,0.396757,0.001847,0.37131,0.507456,DOWN
0.885271,6,0.93617,0.029032,0.451205,0.001975,0.367426,0.527632,DOWN
0.885271,6,0.957447,0.029182,0.474264,0.001965,0.353962,0.532895,DOWN
0.885271,6,0.978723,0.115708,0.481404,0.007848,0.429052,0.547368,UP
0.885271,6,1,0.066651,0.476198,0.004464,0.409891,0.605702,UP
0.885315,7,0,0.035037,0.453139,0.002329,0.375194,0.592544,UP
0.885315,7,0.021277,0.032725,0.43737,0.002173,0.348783,0.587719,DOWN
0.885315,7,0.042553,0.051279,0.398988,0.003425,0.396945,0.557456,UP
0.885315,7,0.06383,0.035667,0.340821,0.002358,0.371828,0.590351,UP
0.885315,7,0.085106,0.028942,0.274026,0.001824,0.324702,0.590351,DOWN
0.885315,7,0.106383,0.028281,0.226569,0.001838,0.300104,0.624561,DOWN
0.885315,7,0.12766,0.027411,0.186403,0.00177,0.26696,0.650439,DOWN
0.885315,7,0.148936,0.0263,0.155013,0.001735,0.247022,0.624561,DOWN
0.885315,7,0.170213,0.017383,0.13374,0.00103,0.226567,0.713158,DOWN
0.885315,7,0.191489,0.013871,0.124963,0.000904,0.218799,0.769737,DOWN
0.885315,7,0.212766,0.014321,0.132847,0.000929,0.20637,0.762281,DOWN
0.885315,7,0.234043,0.020416,0.146831,0.001319,0.213102,0.778509,DOWN
0.885315,7,0.255319,0.025399,0.184171,0.001643,0.220611,0.745614,DOWN
0.885315,7,0.276596,0.029032,0.21571,0.001878,0.243656,0.730702,DOWN
0.885315,7,0.297872,0.048577,0.268373,0.002792,0.235111,0.746491,UP
0.885315,7,0.319149,0.043683,0.340821,0.00216,0.2768,0.738596,UP
0.885315,7,0.340426,0.044674,0.409253,0.002904,0.315122,0.700877,UP
0.885315,7,0.361702,0.102798,0.452544,0.006691,0.342828,0.711404,UP
0.885315,7,0.382979,0.135853,0.487652,0.008872,0.370274,0.724123,UP
0.885315,7,0.404255,0.096974,0.487652,0.003932,0.377784,0.694737,UP
0.885315,7,0.425532,0.157079,0.488099,0.008116,0.388141,0.707456,UP
0.885315,7,0.446809,0.19776,0.475007,0.002312,0.384257,0.694737,UP
0.885315,7,0.468085,0.212952,0.464891,0.002335,0.380632,0.694737,UP
0.885315,7,0.489362,0.121532,0.450164,0.00603,0.375453,0.738596,UP
0.885315,7,0.510638,0.135973,0.446445,0.003961,0.369757,0.738596,UP
0.885315,7,0.531915,0.196199,0.430973,0.003386,0.36406,0.738596,UP
0.885315,7,0.553191,0.156539,0.41208,0.003691,0.369757,0.738596,UP
0.885315,7,0.574468,0.06623,0.400922,0.004265,0.359658,0.777632,UP
0.885315,7,0.595745,0.082323,0.384409,0.002509,0.346453,0.738596,UP
0.885315,7,0.617021,0.037318,0.375632,0.002123,0.340756,0.738596,DOWN
0.885315,7,0.638298,0.041311,0.374888,0.002152,0.330658,0.738596,DOWN
0.885315,7,0.659574,0.05224,0.383814,0.002088,0.336613,0.738596,DOWN
0.885315,7,0.680851,0.056293,0.39884,0.003639,0.353444,0.760965,DOWN
0.885315,7,0.702128,0.525219,0.446445,0.002462,0.392543,0.694737,UP
0.885315,7,0.723404,0.082953,0.497471,0.005341,0.440186,0.704825,UP
0.885315,7,0.744681,0.374204,0.559804,0.024831,0.497152,0.62807,UP
0.885315,7,0.765957,0.082293,0.548646,0.005469,0.489125,0.667982,UP
0.885315,7,0.787234,0.071424,0.518744,0.004713,0.467374,0.609649,DOWN
0.885315,7,0.808511,0.087456,0.476644,0.005835,0.410927,0.586404,UP
0.885315,7,0.829787,0.087727,0.439453,0.005829,0.407561,0.592105,UP
0.885315,7,0.851064,0.074397,0.410295,0.004904,0.3739,0.680702,DOWN
0.885315,7,0.87234,0.064969,0.389021,0.004252,0.352926,0.653509,DOWN
0.885315,7,0.893617,0.059685,0.368492,0.003901,0.331693,0.695175,DOWN
0.885315,7,0.914894,0.036358,0.341565,0.002362,0.316157,0.690789,DOWN
0.885315,7,0.93617,0.141167,0.367599,0.002908,0.309943,0.694737,UP
0.885315,7,0.957447,0.097244,0.371318,0.002952,0.309425,0.694737,UP
0.885315,7,0.978723,0.114117,0.374888,0.007341,0.362506,0.649123,UP
0.885315,7,1,0.054341,0.35064,0.003573,0.358105,0.612281,DOWN
0.885359,1,0,0.042032,0.332044,0.002763,0.328068,0.645175,DOWN
0.885359,1,0.021277,0.033265,0.292621,0.002173,0.308648,0.653947,DOWN
0.885359,1,0.042553,0.056233,0.258554,0.003693,0.358105,0.607456,DOWN
0.885359,1,0.06383,0.030563,0.214668,0.002011,0.339979,0.604386,DOWN
0.885359,1,0.085106,0.027411,0.173609,0.001805,0.294148,0.648246,DOWN
0.885359,1,0.106383,0.024979,0.142666,0.001651,0.25246,0.631579,DOWN
0.885359,1,0.12766,0.024499,0.116037,0.001624,0.221906,0.584211,DOWN
0.885359,1,0.148936,0.024469,0.099226,0.001629,0.202486,0.634211,DOWN
0.885359,1,0.170213,0.01363,0.084647,0.000897,0.188762,0.687719,DOWN
0.885359,1,0.191489,0.01327,0.086135,0.000868,0.168566,0.72193,DOWN
0.885359,1,0.212766,0.0136,0.090152,0.000885,0.151735,0.761404,DOWN
0.885359,1,0.234043,0.01291,0.095507,0.000841,0.13102,0.776316,DOWN
0.885359,1,0.255319,0.013871,0.117525,0.000895,0.154324,0.800877,DOWN
0.885359,1,0.276596,0.019125,0.141029,0.001182,0.150181,0.814912,DOWN
0.885359,1,0.297872,0.021676,0.166766,0.000935,0.128949,0.825,DOWN
0.885359,1,0.319149,0.024529,0.218536,0.001479,0.148628,0.782895,DOWN
0.885359,1,0.340426,0.029602,0.285183,0.001084,0.170896,0.769737,DOWN
0.885359,1,0.361702,0.028972,0.338441,0.001695,0.196012,0.787719,DOWN
0.885359,1,0.382979,0.093011,0.389616,0.002009,0.216727,0.660088,UP
0.885359,1,0.404255,0.075627,0.415948,0.002009,0.234852,0.66886,DOWN
0.885359,1,0.425532,0.130179,0.429634,0.002009,0.245469,0.629386,UP
0.885359,1,0.446809,0.201123,0.423386,0.002009,0.245987,0.638158,UP
0.885359,1,0.468085,0.336526,0.426361,0.002009,0.239513,0.64693,UP
0.885359,1,0.489362,0.520776,0.414014,0.002009,0.245469,0.64693,UP
0.885359,1,0.510638,0.337336,0.403303,0.002009,0.251424,0.64693,UP
0.885359,1,0.531915,0.244086,0.38679,0.002009,0.25738,0.64693,UP
0.885359,1,0.553191,0.120782,0.366111,0.00322,0.263335,0.690789,UP
0.885359,1,0.574468,0.107872,0.341565,0.002009,0.258674,0.690789,UP
0.885359,1,0.595745,0.083493,0.334127,0.002009,0.262299,0.690789,DOWN
0.885359,1,0.617021,0.054852,0.321184,0.002009,0.246763,0.690789,DOWN
0.885359,1,0.638298,0.042122,0.316572,0.002009,0.25738,0.690789,DOWN
0.885359,1,0.659574,0.045485,0.333234,0.002133,0.264371,0.730263,DOWN
0.885359,1,0.680851,0.034796,0.347516,0.00226,0.286639,0.771053,DOWN
0.885359,1,0.702128,0.081422,0.384112,0.005272,0.322631,0.767105,DOWN
0.885359,1,0.723404,0.108532,0.454329,0.007117,0.378042,0.679825,UP
0.885359,1,0.744681,0.18365,0.528414,0.012123,0.458571,0.686404,UP
0.885359,1,0.765957,0.113997,0.538828,0.007497,0.470223,0.7,UP
0.885359,1,0.787234,0.092981,0.515323,0.006107,0.448472,0.738158,UP
0.885359,1,0.808511,0.13123,0.487355,0.008587,0.440963,0.714035,UP
0.885359,1,0.829787,0.234448,0.457007,0.01532,0.401088,0.766228,UP
0.885359,1,0.851064,0.102708,0.438857,0.006662,0.387623,0.771053,UP
0.885359,1,0.87234,0.161583,0.423832,0.004086,0.371569,0.775,UP
0.885359,1,0.893617,0.056263,0.383517,0.003494,0.367685,0.772807,DOWN
0.885359,1,0.914894,0.028762,0.350342,0.001832,0.351631,0.74386,DOWN
0.885359,1,0.93617,0.090098,0.377417,0.002009,0.29622,0.708333,DOWN
0.885359,1,0.957447,0.061937,0.379798,0.002009,0.290005,0.708333,DOWN
0.885359,1,0.978723,0.070554,0.384707,0.003506,0.344122,0.703947,DOWN
0.885359,1,1,0.03981,0.353466,0.002009,0.344899,0.725877,DOWN
0.885403,2,0,0.040261,0.336805,0.002009,0.332988,0.734649,DOWN
0.885403,2,0.021277,0.028342,0.292026,0.001768,0.303729,0.735088,DOWN
0.885403,2,0.042553,0.031014,0.271794,0.002009,0.358105,0.688596,DOWN
0.885403,2,0.06383,0.028372,0.239215,0.001778,0.340497,0.698684,DOWN
0.885403,2,0.085106,0.029903,0.198899,0.001381,0.310979,0.65614,DOWN
0.885403,2,0.106383,0.028972,0.176584,0.00085,0.280943,0.651754,DOWN
0.885403,2,0.12766,0.025099,0.152187,0.001091,0.259969,0.735526,DOWN
0.885403,2,0.148936,0.021196,0.139988,0.001369,0.230709,0.792982,DOWN
0.885403,2,0.170213,0.021226,0.139393,0.00128,0.229156,0.831579,DOWN
0.885403,2,0.191489,0.025189,0.151145,0.001101,0.22579,0.840351,DOWN
0.885403,2,0.212766,0.02684,0.181642,0.001629,0.231486,0.832018,DOWN
0.885403,2,0.234043,0.027441,0.230586,0.001766,0.249871,0.823246,DOWN
0.885403,2,0.255319,0.028101,0.324011,0.00183,0.31797,0.739912,DOWN
0.885403,2,0.276596,0.029212,0.414162,0.001932,0.394096,0.572368,DOWN
0.885403,2,0.297872,0.028432,0.45909,0.001909,0.447695,0.505263,DOWN
0.885403,2,0.319149,0.029783,0.534216,0.002002,0.519938,0.449123,DOWN
0.885403,2,0.340426,0.029873,0.56501,0.002009,0.548421,0.422807,DOWN
0.885403,2,0.361702,0.029873,0.565903,0.002009,0.552563,0.398684,DOWN
0.885403,2,0.382979,0.031344,0.594912,0.002115,0.569394,0.439035,DOWN
0.885403,2,0.404255,0.030173,0.599078,0.002036,0.565769,0.414474,DOWN
0.885403,2,0.425532,0.030593,0.593573,0.002063,0.552822,0.410526,DOWN
0.885403,2,0.446809,0.032605,0.587176,0.002202,0.552822,0.439035,DOWN
0.885403,2,0.468085,0.032695,0.58197,0.002216,0.547903,0.445175,DOWN
0.885403,2,0.489362,0.032275,0.572151,0.002187,0.547385,0.448246,DOWN
0.885403,2,0.510638,0.033385,0.570515,0.002264,0.528224,0.455263,DOWN
0.885403,2,0.531915,0.030653,0.565308,0.002088,0.51942,0.412719,DOWN
0.885403,2,0.553191,0.031194,0.559804,0.002133,0.531331,0.424123,DOWN
0.885403,2,0.574468,0.029783,0.553853,0.002034,0.525117,0.412281,DOWN
0.885403,2,0.595745,0.029182,0.544778,0.001988,0.514759,0.438596,DOWN
0.885403,2,0.617021,0.029242,0.535109,0.001992,0.516054,0.435526,DOWN
0.885403,2,0.638298,0.029302,0.532728,0.001992,0.498446,0.46886,DOWN
0.885403,2,0.659574,0.029452,0.547307,0.002,0.501295,0.464912,DOWN
0.885403,2,0.680851,0.034676,0.570663,0.002356,0.505179,0.520175,DOWN
0.885403,2,0.702128,0.040261,0.596102,0.002715,0.524599,0.564035,DOWN
0.885403,2,0.723404,0.060826,0.655311,0.004092,0.577162,0.509649,UP
0.885403,2,0.744681,0.064579,0.703213,0.004362,0.65769,0.414912,UP
0.885403,2,0.765957,0.048847,0.682535,0.003276,0.653806,0.45,UP
0.885403,2,0.787234,0.03981,0.644154,0.002663,0.611082,0.481579,DOWN
0.885403,2,0.808511,0.036748,0.598929,0.002455,0.565251,0.482456,DOWN
0.885403,2,0.829787,0.033115,0.559209,0.00221,0.534438,0.453509,DOWN
0.885403,2,0.851064,0.029422,0.541654,0.001975,0.50725,0.459211,DOWN
0.885403,2,0.87234,0.029332,0.520083,0.001975,0.485241,0.512719,DOWN
0.885403,2,0.893617,0.028101,0.482148,0.001911,0.45624,0.51886,DOWN
0.885403,2,0.914894,0.027141,0.434692,0.001843,0.418954,0.544737,DOWN
0.885403,2,0.93617,0.077459,0.47352,0.001988,0.396168,0.620175,UP
0.885403,2,0.957447,0.032785,0.487057,0.002164,0.372605,0.624561,DOWN
0.885403,2,0.978723,0.03888,0.487652,0.002559,0.437597,0.633772,UP
0.885403,2,1,0.043593,0.486165,0.002825,0.423874,0.683333,UP
0.885448,3,0,0.073556,0.476793,0.004377,0.402123,0.706579,UP
0.885448,3,0.021277,0.042152,0.451056,0.002588,0.376489,0.707018,UP
0.885448,3,0.042553,0.054431,0.424874,0.003538,0.432936,0.648246,UP
0.885448,3,0.06383,0.046896,0.365814,0.002781,0.412222,0.635088,UP
0.885448,3,0.085106,0.030863,0.299911,0.001897,0.381926,0.634211,DOWN
0.885448,3,0.106383,0.028942,0.255727,0.001886,0.349042,0.701316,DOWN
0.885448,3,0.12766,0.027831,0.211544,0.001807,0.323925,0.725439,DOWN
0.885448,3,0.148936,0.02684,0.189824,0.001743,0.306836,0.740789,DOWN
0.885448,3,0.170213,0.027861,0.167807,0.001793,0.291818,0.812281,DOWN
0.885448,3,0.191489,0.028071,0.174502,0.001799,0.283791,0.828509,DOWN
0.885448,3,0.212766,0.029032,0.204255,0.001849,0.287934,0.820175,DOWN
0.885448,3,0.234043,0.027891,0.247397,0.001799,0.308907,0.770614,DOWN
0.885448,3,0.255319,0.029753,0.336953,0.001924,0.380632,0.680702,DOWN
0.885448,3,0.276596,0.029182,0.422642,0.001932,0.461678,0.539474,DOWN
0.885448,3,0.297872,0.027771,0.452395,0.00188,0.507768,0.46886,DOWN
0.885448,3,0.319149,0.029212,0.523951,0.001982,0.576126,0.414912,DOWN
0.885448,3,0.340426,0.029452,0.541803,0.001986,0.603055,0.362719,DOWN
0.885448,3,0.361702,0.030053,0.542398,0.002027,0.598654,0.408333,DOWN
0.885448,3,0.382979,0.029212,0.559506,0.001951,0.598136,0.378509,DOWN
0.885448,3,0.404255,0.029122,0.563076,0.001934,0.57535,0.415351,DOWN
0.885448,3,0.425532,0.029152,0.562928,0.001934,0.56784,0.424123,DOWN
0.885448,3,0.446809,0.029422,0.550431,0.001961,0.555671,0.444298,DOWN
0.885448,3,0.468085,0.029332,0.531687,0.001973,0.547903,0.410088,DOWN
0.885448,3,0.489362,0.029362,0.540018,0.001973,0.539358,0.426754,DOWN
0.885448,3,0.510638,0.029092,0.542249,0.001953,0.529518,0.490351,DOWN
0.885448,3,0.531915,0.029362,0.536745,0.001971,0.527447,0.485088,DOWN
0.885448,3,0.553191,0.029272,0.531836,0.001973,0.55101,0.463596,DOWN
0.885448,3,0.574468,0.029272,0.527819,0.001971,0.550233,0.487281,DOWN
0.885448,3,0.595745,0.029362,0.520827,0.00198,0.549456,0.473246,DOWN
0.885448,3,0.617021,0.028942,0.509967,0.001955,0.535733,0.490351,DOWN
0.885448,3,0.638298,0.028972,0.50238,0.001971,0.521233,0.45614,DOWN
0.885448,3,0.659574,0.029032,0.514281,0.001969,0.523304,0.484211,DOWN
0.885448,3,0.680851,0.029452,0.536894,0.001988,0.527706,0.517982,DOWN
0.885448,3,0.702128,0.034586,0.57111,0.002339,0.56318,0.469737,DOWN
0.885448,3,0.723404,0.046986,0.63374,0.003172,0.629726,0.486842,UP
0.885448,3,0.744681,0.03882,0.682386,0.002609,0.671932,0.460526,UP
0.885448,3,0.765957,0.033986,0.656501,0.002256,0.65044,0.415789,DOWN
0.885448,3,0.787234,0.030293,0.622136,0.001996,0.605386,0.419737,DOWN
0.885448,3,0.808511,0.029482,0.573639,0.001948,0.555153,0.478947,DOWN
0.885448,3,0.829787,0.029302,0.537489,0.001948,0.528224,0.505702,DOWN
0.885448,3,0.851064,0.029182,0.520827,0.001951,0.493009,0.567982,DOWN
