date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
35238,0.885049,1,0.12766,0.030473,0.16632,0.00199,0.297773,0.584649,DOWN
38960,0.894606,1,0.680851,0.087577,0.52172,0.002962,0.425945,0.775877,UP
20780,0.451529,7,0.93617,0.03975,0.554894,0.002129,0.389694,0.726316,DOWN
12312,0.425247,6,0.510638,0.073256,0.340524,0.003467,0.422915,0.414912,UP
12569,0.425468,4,0.87234,0.085895,0.381434,0.003467,0.422915,0.414912,DOWN
42084,0.903588,3,0.765957,0.050709,0.553407,0.003388,0.491455,0.568421,DOWN
8244,0.022919,5,0.765957,0.056293,0.446742,0.003467,0.422915,0.414912,DOWN
41618,0.90319,1,0.042553,0.088958,0.242487,0.006064,0.402123,0.414035,UP
40751,0.867307,3,1.0,0.075567,0.493901,0.004923,0.481098,0.649123,UP
17495,0.44237,2,0.489362,0.071995,0.537489,0.005079,0.477214,0.500526,UP
18150,0.442989,2,0.12766,0.042332,0.158137,0.002769,0.222165,0.700877,DOWN
37894,0.893633,7,0.468085,0.082863,0.6205,0.005249,0.471776,0.760965,UP
41355,0.902925,2,0.574468,0.09208,0.483041,0.006292,0.590886,0.444298,UP
11323,0.031901,6,0.914894,0.060556,0.254835,0.003467,0.422915,0.414912,DOWN
19848,0.447591,2,0.510638,0.044734,0.587028,0.00339,0.547126,0.245614,DOWN
11751,0.424716,1,0.829787,0.074817,0.422493,0.003467,0.422915,0.414912,DOWN
27249,0.469758,2,0.702128,0.074547,0.588218,0.00496,0.575867,0.332456,UP
7495,0.022256,4,0.148936,0.046445,0.134186,0.003467,0.422915,0.414912,DOWN
3607,0.009469,7,0.148936,0.041642,0.153079,0.003467,0.422915,0.414912,DOWN
28555,0.47405,1,0.914894,0.036718,0.393038,0.002414,0.257121,0.836842,DOWN
32444,0.876289,5,0.93617,0.034856,0.459833,0.001973,0.414552,0.743421,UP
3591,0.009424,6,0.829787,0.041732,0.573936,0.003467,0.422915,0.414912,DOWN
34017,0.880802,3,0.702128,0.029422,0.416394,0.001955,0.451321,0.613158,UP
33517,0.880359,7,0.276596,0.040171,0.221511,0.002665,0.179959,0.542544,DOWN
5934,0.017698,6,0.638298,0.045244,0.271794,0.003467,0.422915,0.414912,DOWN
29462,0.867307,6,0.808511,0.028041,0.364326,0.00188,0.34464,0.635088,DOWN
21139,0.451883,1,0.404255,0.033626,0.597292,0.002169,0.282496,0.775439,DOWN
31404,0.872174,5,0.255319,0.029813,0.38069,0.001539,0.509322,0.645614,UP
2086,0.004956,3,0.468085,0.042572,0.562333,0.003467,0.422915,0.414912,DOWN
36430,0.889164,4,0.978723,0.030503,0.519042,0.002056,0.462714,0.529825,DOWN
35415,0.885182,4,0.829787,0.033626,0.557423,0.002256,0.512688,0.328947,DOWN
12987,0.428919,6,0.574468,0.087036,0.415799,0.003467,0.422915,0.414912,UP
30649,0.871466,3,0.531915,0.053981,0.806159,0.003529,0.62144,0.678947,UP
10652,0.031282,6,0.93617,0.076018,0.300506,0.003467,0.422915,0.414912,UP
26639,0.469183,3,1.0,0.045575,0.410443,0.003,0.348783,0.560088,DOWN
998,0.000885,1,0.808511,0.224481,0.634037,0.003467,0.422915,0.414912,UP
35508,0.885271,6,0.765957,0.031014,0.606367,0.0021,0.592698,0.290351,DOWN
35365,0.885138,3,0.787234,0.040261,0.644154,0.002775,0.637494,0.267982,DOWN
18943,0.44675,4,0.659574,0.043653,0.505504,0.002968,0.494562,0.535088,DOWN
28023,0.473563,4,0.829787,0.024979,0.415055,0.001649,0.374676,0.488596,DOWN
7202,0.02199,5,0.042553,0.048487,0.381137,0.003467,0.422915,0.414912,DOWN
40881,0.880581,6,0.702128,0.090068,0.505356,0.006028,0.478509,0.433772,UP
30297,0.868103,3,0.191489,0.028552,0.188634,0.001793,0.212843,0.824561,DOWN
17874,0.442724,3,0.382979,0.070614,0.586879,0.004857,0.561108,0.323246,DOWN
43534,0.908013,5,0.978723,0.078269,0.474859,0.005299,0.416106,0.501754,UP
45290,0.9158,7,0.553191,0.053591,0.363285,0.003691,0.320559,0.374561,DOWN
39059,0.894695,3,0.744681,0.187883,0.900922,0.01232,0.812015,0.427193,UP
19152,0.446971,2,0.0,0.027801,0.39036,0.001475,0.369757,0.765789,DOWN
22762,0.45644,7,0.212766,0.022157,0.173758,0.001496,0.203263,0.651754,DOWN
22503,0.456175,1,0.829787,0.032485,0.451205,0.002158,0.420508,0.696491,UP
34952,0.880404,2,0.170213,0.02648,0.132699,0.001712,0.256344,0.776316,DOWN
8718,0.026415,1,0.638298,0.09208,0.478578,0.003467,0.422915,0.414912,UP
18004,0.442857,6,0.085106,0.046926,0.305861,0.00317,0.372605,0.56886,DOWN
25163,0.473563,1,0.234043,0.019545,0.057275,0.001307,0.060073,0.723246,DOWN
14609,0.433609,5,0.361702,0.111685,0.564415,0.003467,0.422915,0.414912,UP
16246,0.438166,4,0.468085,0.081962,0.493008,0.003467,0.422915,0.414912,UP
21979,0.455688,4,0.914894,0.034796,0.554002,0.00215,0.449767,0.703509,DOWN
7654,0.022388,7,0.468085,0.070464,0.291729,0.003467,0.422915,0.414912,UP
1864,0.004734,5,0.851064,0.106161,0.631508,0.003467,0.422915,0.414912,UP
27692,0.473253,4,0.93617,0.025249,0.429485,0.001662,0.224495,0.674123,DOWN
29681,0.867528,4,0.361702,0.037018,0.603094,0.002428,0.678664,0.430263,UP
31819,0.872528,6,0.914894,0.030413,0.452246,0.000833,0.283014,0.791228,DOWN
32879,0.876687,7,1.0,0.028191,0.275811,0.001737,0.304764,0.723684,DOWN
25866,0.465422,1,0.893617,0.027561,0.303332,0.001847,0.232263,0.660965,UP
28829,0.474315,7,0.617021,0.024919,0.231479,0.00161,0.139047,0.881579,DOWN
12096,0.42507,2,0.0,0.083343,0.346623,0.003467,0.422915,0.414912,UP
20401,0.451219,7,0.021277,0.047136,0.566052,0.00311,0.465044,0.528509,UP
31238,0.871997,1,0.808511,0.034286,0.505058,0.002098,0.322113,0.917105,UP
26876,0.469404,1,0.93617,0.036057,0.324011,0.002376,0.208441,0.67807,UP
4994,0.013805,1,0.042553,0.041972,0.320738,0.003467,0.422915,0.414912,DOWN
12473,0.425379,2,0.87234,0.095773,0.422196,0.003467,0.422915,0.414912,UP
10463,0.031105,2,1.0,0.09151,0.378459,0.003467,0.422915,0.414912,UP
44629,0.912084,7,0.787234,0.043143,0.327879,0.002881,0.310461,0.558772,DOWN
31214,0.871997,1,0.297872,0.02621,0.243677,0.001442,0.180994,0.824123,DOWN
39160,0.894783,5,0.851064,0.090038,0.842458,0.005918,0.673744,0.546053,DOWN
30214,0.868015,1,0.468085,0.032064,0.357929,0.000841,0.238995,0.814474,DOWN
42857,0.907393,5,0.87234,0.075898,0.451503,0.005141,0.503366,0.316667,UP
32396,0.876244,4,0.93617,0.028492,0.441238,0.000868,0.393578,0.725439,DOWN
14568,0.433565,4,0.510638,0.055482,0.521868,0.003467,0.422915,0.414912,DOWN
28949,0.474448,3,0.106383,0.030653,0.098483,0.002117,0.117556,0.400439,DOWN
37620,0.89027,1,0.765957,0.281104,0.718982,0.019075,0.540653,0.553509,UP
16078,0.437989,7,0.978723,0.046806,0.322969,0.003467,0.422915,0.414912,DOWN
35196,0.902526,7,0.255319,0.032094,0.218387,0.002065,0.264371,0.737281,DOWN
36222,0.995443,7,0.638298,0.027471,0.335912,0.001776,0.284309,0.808772,DOWN
41986,0.9035,1,0.723404,0.032455,0.236537,0.002104,0.18436,0.70307,DOWN
31127,0.871908,6,0.489362,0.033085,0.635079,0.00216,0.556189,0.488596,DOWN
28503,0.474006,7,0.829787,0.029512,0.410741,0.001975,0.285862,0.725,UP
35514,0.885271,6,0.893617,0.027831,0.431568,0.001894,0.403159,0.504386,DOWN
33234,0.877041,1,0.382979,0.035757,0.367748,0.002364,0.185655,0.550439,UP
31230,0.871997,1,0.638298,0.028822,0.483338,0.001695,0.267219,0.902193,DOWN
25953,0.46551,3,0.702128,0.032515,0.488396,0.002266,0.486535,0.376754,DOWN
22388,0.456086,6,0.425532,0.046505,0.643707,0.003132,0.56318,0.308333,UP
28761,0.474271,6,0.191489,0.019575,0.035555,0.001294,0.038063,0.884211,DOWN
27782,0.473342,6,0.808511,0.027591,0.418625,0.001884,0.361212,0.327193,DOWN
4912,0.013716,6,0.340426,0.072985,0.475454,0.003467,0.422915,0.414912,UP
5207,0.013982,5,0.489362,0.074276,0.56501,0.003467,0.422915,0.414912,DOWN
11724,0.424716,1,0.255319,0.058394,0.259595,0.003467,0.422915,0.414912,DOWN
13731,0.429627,1,0.06383,0.055242,0.155013,0.003467,0.422915,0.414912,DOWN
34152,0.880934,6,0.510638,0.027981,0.491967,0.001874,0.496116,0.603947,UP
12210,0.425158,4,0.382979,0.062838,0.559357,0.003467,0.422915,0.414912,DOWN
3802,0.009646,4,0.212766,0.065089,0.242339,0.003467,0.422915,0.414912,UP
15712,0.434627,7,0.340426,0.061967,0.247248,0.003467,0.422915,0.414912,UP
36773,0.889518,5,0.106383,0.074817,0.32535,0.002009,0.416882,0.52193,UP
3635,0.009469,7,0.744681,0.063949,0.673758,0.003467,0.422915,0.414912,UP
2234,0.005088,6,0.553191,0.056323,0.375632,0.003467,0.422915,0.414912,DOWN
20130,0.447856,1,0.382979,0.041822,0.585094,0.002796,0.241067,0.759649,UP
29442,0.867307,6,0.382979,0.050168,0.526331,0.003361,0.478767,0.479386,UP
27839,0.473386,7,1.0,0.02681,0.277001,0.001836,0.284827,0.485526,DOWN
3877,0.00969,5,0.787234,0.055572,0.734454,0.003467,0.422915,0.414912,DOWN
26931,0.469493,3,0.06383,0.030743,0.214073,0.00205,0.33739,0.517982,DOWN
5907,0.017698,6,0.06383,0.06644,0.384409,0.003467,0.422915,0.414912,DOWN
6478,0.018185,3,0.978723,0.056263,0.432014,0.003467,0.422915,0.414912,UP
14276,0.430114,5,0.425532,0.07941,0.538976,0.003467,0.422915,0.414912,UP
29754,0.867572,5,0.893617,0.029753,0.436626,0.000899,0.319782,0.790789,DOWN
8173,0.022875,4,0.276596,0.084814,0.385302,0.003467,0.422915,0.414912,UP
23910,0.460555,3,0.12766,0.022517,0.207825,0.001494,0.299327,0.707895,DOWN
17429,0.442326,1,0.106383,0.033776,0.119905,0.002418,0.16753,0.500526,DOWN
5736,0.017521,2,0.510638,0.074727,0.533918,0.003467,0.422915,0.414912,DOWN
32241,0.876112,1,0.702128,0.024829,0.27715,0.000818,0.250647,0.856579,DOWN
34910,0.875979,1,0.297872,0.02663,0.170187,0.001737,0.14552,0.733333,DOWN
15152,0.434096,2,0.680851,0.06641,0.554597,0.003467,0.422915,0.414912,UP
31973,0.87589,3,0.106383,0.02591,0.170783,0.000995,0.289228,0.791228,DOWN
3498,0.009336,4,0.893617,0.109493,0.660369,0.003467,0.422915,0.414912,UP
25737,0.465333,6,0.191489,0.02621,0.146831,0.001701,0.191611,0.664912,DOWN
20170,0.447901,2,0.212766,0.004173,0.22285,0.000268,0.179441,0.59693,DOWN
19895,0.447635,3,0.489362,0.060826,0.61202,0.004177,0.640083,0.364474,UP
26687,0.469227,4,1.0,0.044164,0.403749,0.002916,0.343086,0.570614,DOWN
18714,0.443476,6,0.893617,0.077789,0.519786,0.005224,0.453392,0.564912,UP
5461,0.014203,3,0.787234,0.040711,0.588218,0.003467,0.422915,0.414912,DOWN
10185,0.030884,4,0.191489,0.099135,0.210503,0.003467,0.422915,0.414912,DOWN
37631,0.89027,1,1.0,0.072655,0.465338,0.002009,0.364319,0.584649,DOWN
21025,0.451794,6,0.021277,0.042002,0.590003,0.002823,0.470223,0.611404,DOWN
37495,0.890182,6,0.148936,0.037378,0.313002,0.002011,0.406007,0.682456,DOWN
27571,0.473165,2,0.404255,0.02615,0.570068,0.001712,0.499482,0.354386,DOWN
33825,0.880625,6,0.702128,0.036718,0.294258,0.002229,0.17245,0.918421,DOWN
26321,0.468917,4,0.361702,0.054762,0.542398,0.00372,0.460124,0.346491,UP
16950,0.43883,5,0.12766,0.048337,0.145195,0.003467,0.422915,0.414912,DOWN
4429,0.013274,3,0.276596,0.086135,0.503124,0.003467,0.422915,0.414912,UP
15254,0.434184,4,0.808511,0.060046,0.518596,0.003467,0.422915,0.414912,DOWN
34582,0.881333,1,0.468085,0.032785,0.348557,0.002081,0.280684,0.662719,UP
32970,0.876775,2,0.893617,0.028972,0.504909,0.001558,0.283532,0.635965,DOWN
37364,0.890049,3,0.425532,0.094992,0.762571,0.006602,0.754013,0.281579,UP
30197,0.868015,1,0.106383,0.024859,0.101012,0.000839,0.182548,0.814474,DOWN
42726,0.907305,3,0.12766,0.050618,0.19994,0.003263,0.316934,0.707895,DOWN
12566,0.425468,4,0.808511,0.09265,0.451056,0.003467,0.422915,0.414912,DOWN
41523,0.903102,6,0.06383,0.080972,0.393335,0.00539,0.453392,0.553947,UP
22542,0.456219,2,0.638298,0.033355,0.468015,0.002266,0.57043,0.472368,UP
30035,0.867838,4,0.744681,0.028672,0.474859,0.001911,0.556189,0.447807,DOWN
44194,0.911685,5,0.723404,0.050588,0.495686,0.003454,0.584412,0.282895,DOWN
37307,0.890005,2,0.234043,0.02627,0.259893,0.001701,0.342828,0.61886,DOWN
9719,0.027344,1,0.489362,0.062447,0.492264,0.003467,0.422915,0.414912,DOWN
34614,0.881377,2,0.12766,0.028942,0.132699,0.001803,0.256603,0.72193,DOWN
20465,0.451263,1,0.361702,0.034676,0.448974,0.002127,0.254272,0.957895,DOWN
22676,0.456351,5,0.425532,0.036748,0.61083,0.002455,0.612636,0.565351,UP
21534,0.452237,2,0.638298,0.033115,0.496876,0.002208,0.531849,0.641667,DOWN
33149,0.876952,6,0.617021,0.034826,0.525588,0.002426,0.50725,0.336404,UP
7293,0.022034,6,0.957447,0.056263,0.284737,0.003467,0.422915,0.414912,DOWN
28886,0.47436,1,0.808511,0.02657,0.261678,0.001759,0.174521,0.863596,UP
12512,0.425424,3,0.680851,0.228804,0.645939,0.003467,0.422915,0.414912,UP
25644,0.465245,4,0.255319,0.043923,0.330556,0.003008,0.290782,0.366228,DOWN
26833,0.469404,1,0.021277,0.028011,0.179262,0.001865,0.245728,0.557456,DOWN
9482,0.027123,3,0.553191,0.109253,0.478429,0.003467,0.422915,0.414912,UP
29597,0.867439,2,0.617021,0.035487,0.629723,0.00237,0.802693,0.139912,UP
15572,0.434494,4,0.425532,0.055842,0.517703,0.003467,0.422915,0.414912,UP
33414,0.880271,5,0.12766,0.035187,0.184766,0.002316,0.259451,0.501316,DOWN
31434,0.872174,5,0.893617,0.033566,0.486016,0.001973,0.386846,0.838596,DOWN
30318,0.868103,3,0.638298,0.029723,0.596846,0.00194,0.600207,0.472368,DOWN
14703,0.433698,7,0.319149,0.068212,0.259595,0.003467,0.422915,0.414912,UP
9391,0.027034,1,0.659574,0.109253,0.454329,0.003467,0.422915,0.414912,UP
22662,0.456351,5,0.12766,0.031344,0.283695,0.001566,0.358364,0.65614,DOWN
29193,0.867086,1,0.191489,0.024168,0.066647,0.001618,0.051528,0.727632,DOWN
15709,0.434627,7,0.276596,0.061697,0.131806,0.003467,0.422915,0.414912,UP
27175,0.469714,1,0.148936,0.022727,0.08554,0.001525,0.142154,0.705263,DOWN
23982,0.460599,4,0.638298,0.030623,0.477685,0.002069,0.477214,0.543421,UP
4016,0.009823,1,0.680851,0.045154,0.505802,0.003467,0.422915,0.414912,DOWN
3957,0.009778,7,0.446809,0.068422,0.540762,0.003467,0.422915,0.414912,UP
7860,0.022565,4,0.765957,0.099706,0.519935,0.003467,0.422915,0.414912,UP
35474,0.885271,6,0.042553,0.038669,0.425022,0.002534,0.385552,0.497807,DOWN
1289,0.004203,7,0.87234,0.044134,0.447932,0.003467,0.422915,0.414912,DOWN
18304,0.443122,5,0.340426,0.069743,0.549093,0.004674,0.567582,0.466667,UP
9810,0.027432,3,0.382979,0.080131,0.532282,0.003467,0.422915,0.414912,UP
40125,0.898721,4,0.957447,0.084724,0.560399,0.001668,0.44666,0.640789,UP
27971,0.473519,3,0.744681,0.025519,0.469801,0.001672,0.414034,0.639912,DOWN
25342,0.486837,4,0.978723,0.051759,0.443618,0.003598,0.42465,0.246053,DOWN
26240,0.468829,2,0.680851,0.028822,0.464891,0.001938,0.318747,0.44693,DOWN
41635,0.90319,1,0.404255,0.089138,0.390211,0.002426,0.22087,0.689035,UP
7635,0.022388,7,0.06383,0.057464,0.175543,0.003467,0.422915,0.414912,DOWN
12559,0.425468,4,0.659574,0.116278,0.575275,0.003467,0.422915,0.414912,DOWN
17059,0.438919,7,0.404255,0.048337,0.328771,0.003467,0.422915,0.414912,DOWN
6710,0.018406,1,0.808511,0.073226,0.512943,0.003467,0.422915,0.414912,UP
19365,0.447148,6,0.446809,0.066471,0.679857,0.00467,0.585966,0.40614,UP
42695,0.907261,2,0.489362,0.153357,0.495537,0.009975,0.641895,0.496053,UP
40126,0.898721,4,0.978723,0.086496,0.562928,0.005226,0.539099,0.595614,UP
27499,0.469979,7,0.914894,0.027231,0.361202,0.001826,0.210772,0.64693,DOWN
25302,0.486837,4,0.12766,0.02648,0.179411,0.001811,0.265148,0.421053,DOWN
14392,0.433388,7,0.851064,0.051849,0.320292,0.003467,0.422915,0.414912,UP
19450,0.447237,1,0.212766,0.008016,0.157691,0.000523,0.147074,0.602632,DOWN
31211,0.871997,1,0.234043,0.024829,0.142815,0.000841,0.158467,0.798246,DOWN
45305,0.9158,7,0.87234,0.050648,0.322821,0.003488,0.305541,0.325877,DOWN
19755,0.447502,7,0.574468,0.041702,0.415799,0.002865,0.334283,0.525439,UP
15228,0.434184,4,0.255319,0.070524,0.420559,0.003467,0.422915,0.414912,DOWN
2442,0.005265,3,0.893617,0.083794,0.590003,0.003467,0.422915,0.414912,DOWN
24570,0.46113,2,0.893617,0.031134,0.460875,0.00211,0.420249,0.390789,DOWN
22221,0.455909,2,0.957447,0.033596,0.567986,0.00232,0.410927,0.620175,DOWN
39906,0.898544,7,0.382979,0.090068,0.560399,0.005642,0.429829,0.636842,UP
25388,0.491261,5,0.93617,0.032245,0.402112,0.002246,0.355774,0.306579,DOWN
19,0.0,2,0.404255,0.041161,0.546415,0.003467,0.422915,0.414912,DOWN
30714,0.87151,4,0.893617,0.042122,0.479619,0.001853,0.414552,0.820614,DOWN
38995,0.894651,2,0.404255,0.087547,0.72895,0.005829,0.692905,0.453509,UP
25098,0.464714,6,0.893617,0.02684,0.325796,0.001824,0.332211,0.517105,DOWN
9551,0.027167,4,1.0,0.080161,0.395269,0.003467,0.422915,0.414912,UP
13342,0.429229,6,0.978723,0.056593,0.310622,0.003467,0.422915,0.414912,DOWN
38776,0.894429,4,0.851064,0.070343,0.735942,0.004769,0.634127,0.517544,UP
20676,0.45144,5,0.765957,0.074667,0.887236,0.00506,0.749094,0.418421,UP
18498,0.443299,2,0.382979,0.074186,0.623029,0.005025,0.598654,0.359211,UP
9087,0.026769,2,0.319149,0.074517,0.465338,0.003467,0.422915,0.414912,UP
33178,0.876997,7,0.212766,0.030713,0.17108,0.002025,0.197566,0.57193,DOWN
8023,0.022742,1,0.148936,0.063468,0.113657,0.003467,0.422915,0.414912,DOWN
25203,0.477988,2,0.06383,0.027741,0.180006,0.001884,0.299327,0.45,UP
26756,0.469316,6,0.425532,0.064129,0.567837,0.00419,0.541429,0.461404,UP
39778,0.898412,4,0.723404,0.071064,0.596251,0.004765,0.714915,0.403947,UP
7582,0.0223,5,0.978723,0.055722,0.439601,0.003467,0.422915,0.414912,DOWN
5859,0.017654,5,0.06383,0.066681,0.402708,0.003467,0.422915,0.414912,DOWN
25205,0.477988,2,0.106383,0.02672,0.128384,0.001809,0.225013,0.511404,DOWN
22254,0.455953,3,0.638298,0.035367,0.500298,0.00243,0.573278,0.363596,DOWN
12198,0.425158,4,0.12766,0.055242,0.117227,0.003467,0.422915,0.414912,DOWN
1843,0.004734,5,0.404255,0.075117,0.682386,0.003467,0.422915,0.414912,DOWN
36242,0.885978,1,0.042553,0.083974,0.323862,0.005521,0.379855,0.592544,UP
17094,0.438963,1,0.12766,0.047046,0.112615,0.003467,0.422915,0.414912,DOWN
3173,0.00907,5,0.106383,0.045304,0.35778,0.003467,0.422915,0.414912,DOWN
29187,0.867086,1,0.06383,0.02591,0.092383,0.001757,0.189021,0.547807,DOWN
40992,0.902615,2,0.0,0.087096,0.33978,0.005864,0.373382,0.494298,UP
6905,0.018583,5,0.87234,0.045965,0.406278,0.003467,0.422915,0.414912,DOWN
30234,0.868015,1,0.893617,0.031344,0.298869,0.000839,0.210513,0.770614,UP
14835,0.43383,3,0.06383,0.041431,0.198304,0.003467,0.422915,0.414912,DOWN
22827,0.456484,1,0.574468,0.034436,0.356293,0.002297,0.381409,0.487281,UP
43086,0.907615,3,0.638298,0.057464,0.461619,0.003903,0.586743,0.394298,DOWN
24353,0.460953,5,0.361702,0.049388,0.56025,0.003398,0.510098,0.334649,DOWN
2213,0.005088,6,0.106383,0.075958,0.284588,0.003467,0.422915,0.414912,UP
45081,0.915623,3,0.191489,0.055212,0.238173,0.003687,0.269032,0.619298,DOWN
3159,0.009026,4,0.829787,0.043833,0.733413,0.003467,0.422915,0.414912,DOWN
3562,0.009424,6,0.212766,0.041341,0.17108,0.003467,0.422915,0.414912,DOWN
36568,0.889297,7,0.851064,0.028041,0.427849,0.001872,0.414034,0.619737,DOWN
5473,0.014247,4,0.021277,0.040711,0.468611,0.003467,0.422915,0.414912,DOWN
9062,0.026724,1,0.808511,0.087276,0.438262,0.003467,0.422915,0.414912,UP
34234,0.881023,1,0.212766,0.018014,0.07468,0.000673,0.16494,0.746053,DOWN
50,4.4e-05,3,0.042553,0.051489,0.378905,0.003467,0.422915,0.414912,UP
1857,0.004734,5,0.702128,0.119731,0.61321,0.003467,0.422915,0.414912,UP
38711,0.894385,3,0.489362,0.075597,0.646683,0.005152,0.730709,0.363158,DOWN
12890,0.425778,4,0.553191,0.088327,0.533621,0.003467,0.422915,0.414912,UP
18411,0.44321,7,0.574468,0.044734,0.378161,0.003016,0.31797,0.54693,DOWN
40171,0.898766,5,0.914894,0.045695,0.519935,0.00297,0.482393,0.532895,DOWN
33467,0.880315,6,0.234043,0.040141,0.245016,0.002628,0.246504,0.522807,DOWN
41623,0.90319,1,0.148936,0.036838,0.082565,0.002447,0.200155,0.561842,DOWN
29099,0.866997,6,0.234043,0.024919,0.179708,0.001647,0.166494,0.798246,DOWN
10594,0.031238,5,0.723404,0.062838,0.377417,0.003467,0.422915,0.414912,DOWN
7686,0.022433,1,0.12766,0.057464,0.120054,0.003467,0.422915,0.414912,DOWN
29239,0.86713,2,0.148936,0.024799,0.09997,0.001662,0.088555,0.71886,DOWN
22295,0.455998,4,0.489362,0.06629,0.572151,0.004553,0.60435,0.311404,UP
6849,0.018539,4,0.702128,0.088807,0.471883,0.003467,0.422915,0.414912,UP
9137,0.026813,3,0.361702,0.09247,0.539869,0.003467,0.422915,0.414912,UP
40739,0.867307,3,0.744681,0.061096,0.568581,0.004086,0.562144,0.493421,DOWN
30238,0.868015,1,0.978723,0.029723,0.256323,0.001766,0.259969,0.746491,UP
14773,0.433742,1,0.787234,0.075027,0.432163,0.003467,0.422915,0.414912,UP
29972,0.867793,3,0.425532,0.033956,0.656501,0.0022,0.544019,0.582895,UP
38298,0.893987,1,0.893617,0.0789,0.60845,0.004144,0.458571,0.791228,UP
40780,0.871731,4,0.595745,0.073106,0.464743,0.0049,0.570171,0.47807,UP
10172,0.030839,3,0.93617,0.114957,0.436477,0.003467,0.422915,0.414912,UP
24686,0.46436,5,0.297872,0.0269,0.334573,0.00182,0.348006,0.553509,DOWN
39932,0.898544,7,0.93617,0.090038,0.504612,0.005629,0.375194,0.698684,UP
27061,0.469581,5,0.787234,0.045425,0.445403,0.003091,0.341015,0.45,UP
29445,0.867307,6,0.446809,0.054972,0.518596,0.003693,0.506732,0.470175,UP
5628,0.017433,7,0.255319,0.06623,0.140137,0.003467,0.422915,0.414912,DOWN
25120,0.464758,7,0.340426,0.028071,0.338143,0.001886,0.257121,0.595614,DOWN
29441,0.867307,6,0.361702,0.051939,0.525141,0.003479,0.466339,0.516228,UP
13399,0.429317,1,0.148936,0.073526,0.165724,0.003467,0.422915,0.414912,DOWN
35447,0.885226,5,0.489362,0.036087,0.537043,0.002526,0.520974,0.229386,DOWN
8170,0.022875,4,0.212766,0.067581,0.160071,0.003467,0.422915,0.414912,UP
30656,0.871466,3,0.680851,0.040141,0.785778,0.002669,0.615743,0.595175,DOWN
39523,0.89819,6,0.404255,0.140026,0.787861,0.009007,0.733299,0.579386,UP
1793,0.00469,4,0.361702,0.091059,0.637013,0.003467,0.422915,0.414912,DOWN
30762,0.871554,5,0.893617,0.072955,0.51681,0.004821,0.401605,0.603509,UP
4161,0.013008,4,0.702128,0.078059,0.536745,0.003467,0.422915,0.414912,UP
9252,0.026901,5,0.765957,0.101357,0.445552,0.003467,0.422915,0.414912,DOWN
23211,0.459891,2,0.574468,0.040471,0.527373,0.002727,0.502589,0.582895,UP
40246,0.898854,7,0.468085,0.09244,0.522166,0.005781,0.375453,0.766667,UP
22947,0.456617,4,0.06383,0.040681,0.47828,0.002663,0.488089,0.627632,UP
38957,0.894606,1,0.617021,0.087216,0.498512,0.004408,0.378301,0.869737,UP
44768,0.912216,3,0.680851,0.085205,0.506397,0.005835,0.585189,0.295614,UP
8834,0.026547,4,0.042553,0.051459,0.28801,0.003467,0.422915,0.414912,DOWN
4038,0.009867,2,0.12766,0.044824,0.276555,0.003467,0.422915,0.414912,DOWN
7171,0.021946,4,0.404255,0.074457,0.518298,0.003467,0.422915,0.414912,UP
15899,0.437857,4,0.234043,0.045935,0.187444,0.003467,0.422915,0.414912,DOWN
20819,0.451573,1,0.744681,0.044224,0.789795,0.002894,0.473071,0.641228,UP
19112,0.446927,1,0.170213,0.0,0.136715,0.0,0.163646,0.505702,DOWN
30802,0.871599,6,0.723404,0.02588,0.578251,0.001672,0.577421,0.649561,DOWN
14397,0.433388,7,0.957447,0.049838,0.269711,0.003467,0.422915,0.414912,UP
249,0.000221,7,0.191489,0.062417,0.052812,0.003467,0.422915,0.414912,UP
5136,0.013937,4,0.0,0.067071,0.580928,0.003467,0.422915,0.414912,DOWN
23708,0.460334,5,0.93617,0.036928,0.499702,0.002551,0.424909,0.367544,DOWN
15988,0.437945,6,0.085106,0.046505,0.198899,0.003467,0.422915,0.414912,DOWN
21925,0.455644,3,0.787234,0.03999,0.823713,0.00269,0.658467,0.500439,DOWN
40573,0.899164,7,0.276596,0.082052,0.281464,0.005301,0.32522,0.707456,UP
10598,0.031238,5,0.808511,0.056113,0.342606,0.003467,0.422915,0.414912,DOWN
7726,0.022433,1,0.978723,0.057794,0.415799,0.003467,0.422915,0.414912,DOWN
17360,0.442281,6,0.680851,0.05272,0.34097,0.003467,0.422915,0.414912,DOWN
28410,0.473917,5,0.893617,0.032785,0.438857,0.002131,0.324702,0.791667,UP
32357,0.876244,4,0.106383,0.019575,0.154418,0.000837,0.270326,0.806579,DOWN
11985,0.424937,6,0.702128,0.066801,0.285629,0.003467,0.422915,0.414912,DOWN
29838,0.867661,7,0.638298,0.044344,0.42294,0.002912,0.595287,0.397368,UP
44606,0.912084,7,0.297872,0.067611,0.379203,0.00442,0.369239,0.740351,UP
2228,0.005088,6,0.425532,0.075267,0.547307,0.003467,0.422915,0.414912,UP
31301,0.872085,3,0.106383,0.018854,0.149063,0.000831,0.277317,0.798246,DOWN
21916,0.455644,3,0.595745,0.037498,0.536894,0.00259,0.562662,0.481579,DOWN
10075,0.030751,1,0.914894,0.059956,0.407468,0.003467,0.422915,0.414912,DOWN
18976,0.446794,5,0.340426,0.095022,0.658286,0.006311,0.567582,0.568421,UP
